,LEMMA,COMPOUND,CATEGORIZATION,MEANING,ETYMOLOGY,OCCURRENCE,CASE/GENDER/NUMBER,HEADEDNESS,CLASSIFICATION,NOTES,Unnamed: 10,Unnamed: 11,Unnamed: 12,HEADEDNESS COMMENTS,SKR CLASSIFICATION,SKR MAIN CLASSIFICATION,MAIN CLASSIFICATION,POS,STRUCTURE,Prefix,First Element,Linking Vowel,Second Element,Suffix
45,ἀδάκρυτος,"ἀδάκρυτος, -ον",A [A+N+Suf],‘without tears’,"ἀ- privativum + noun root δακρυ- (δάκρυ, -ος) ‘tear’ + adj. suf.-τος, -τον","Il. I, 415; Od. XXIV, 61","nom. m. sg., acc. m. sg.",exocentric,attributive,ἀ- privativum is not a free word in Greek,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[A+N+Suf],ἀ- privativum,"noun root δακρυ- (δάκρυ, -ος) ‘tear’ ",,,"adj. suf.-τος, -τον"
46,Ἀδάμας,"Ἀδάμας, -A",N [A+V+Suf],‘Adamas’,"ἀ- privativum + verbal root δαμ- (δάμνημι) ‘subdue, conquer’+ noun suf. –A, -A","Il. XII, 140; XIII, 560, 771","nom. m. sg., acc. sg.",exocentric,determinative,ἀ- privativum is not a free word in Greek,,,,,karmadhāraya,karmadhāraya,determinative,N,[A+V+Suf],ἀ- privativum,"verbal root δαμ- (δάμνημι) ‘subdue, conquer’ ",,,"noun suf. –A, -A"
47,ἀδάμαστος,"ἀδάμαστος, –ον",A[A+V+Suf],"‘unsubdued, inflexible’","ἀ- privativum + verbal root δαμα- (δαμάω, δαμάζω) ‘subdue, conquer’+adj. suf. -στος, -ον","Il. IX, 158",nom. m. sg.,exocentric,determinative,ἀ- privativum is not a free word in Greek,,,,,karmadhāraya,karmadhāraya,determinative,A[A+V+Suf],,ἀ- privativum,"verbal root δαμα- (δαμάω, δαμάζω) ‘subdue, conquer’ ",,,"adj. suf. -στος, -ον"
48,ἀδαήμων,"ἀδαήμων, -ον",A [A+A],"‘unknowing, ignorant’","ἀ- privativum + δαήμων, -ον ‘knowing, experienced in’","Il. XIII, 811; Od. XII, 208; XVII, 283","nom. m. sg., nom. m. pl.",endocentric,determinative,ἀ- privativum is not a free word in Greek,,,,(right-headed),karmadhāraya,karmadhāraya,determinative,A,[A+A],ἀ- privativum,,,,"δαήμων, -ον ‘knowing, experienced in’"
49,ἀδεής,"ἀδεής, -ές; ep. nom. m. ἀδειής",A [A+N+Suf],‘fearless’,"ἀ- privativum + noun stemδε-ες- (δέος, ους) ‘fear’ + adj. suf. -ής,-ές","Il. VII, 117; VIII, 423; XXI, 481; Od. XIX, 91","nom. m. sg., voc. f. (target gender) sg.",exocentric,attributive,ἀ- privativum is not a free word in Greek,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[A+N+Suf],ἀ- privativum,"noun stemδε-ες- (δέος, ους) ‘fear’ ",,,"adj. suf. -ής,-ές"
50,ἀδελφεός,"ἀδελφεός,-ειοῦ",N [A+N+Suf],‘son of the same mother’,ἀ– copulativum + noun rootδελφ- (δελφύς) ‘womb’ + noun suf. -εός,"Il. X, 32, 72; XV, 187, 334; XXIV, 736.","nom. m. sg., acc. sg., nom. pl.",exocentric,determinative,ἀ- copulativum is not a free word in Greek,,,,,karmadhāraya,karmadhāraya,determinative,N,[A+N+Suf],ἀ– copulativum,noun rootδελφ- (δελφύς) ‘womb’ ,,,noun suf. -εός
51,ἀδευκής,"ἀδευκής, -ές",A [A+N+Suf],"‘not sweet, i. e. bitter, cruel’ or ‘unexpected’","ἀ- privativum + noun stem δεῦκ-ες (δεῦκος, εος) ‘sweet new wine;sweetness’ +adj. suf. -ής, -ές","Od. IV, 489; VI, 273; X, 245","dat. m. sg., acc. m. sg., acc. f. (target gender) sg.",exocentric,attributive,uncertain etymology,ἀ- privativum is not a free word in Greek,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[A+N+Suf],ἀ- privativum,"noun stem δεῦκ-ες (δεῦκος, εος) ‘sweet new wine;sweetness’ ",,,"adj. suf. -ής, -ές"
52,ἀδήριτος,"ἀδήριτος, -ον",[A+N+Suf],‘without strife or battle’,"ἀ-privativum + nounroot δηρι- (δῆρις) ‘battle, contest’ + adj. suf. -τος, -τον","Il. XVII, 42",nom. m. sg.HEADEDNESS,,,ἀ- privativum is not a free word in Greek,,,,,,,,[A+N+Suf],,ἀ-privativum,"nounroot δηρι- (δῆρις) ‘battle, contest’ ",,,"adj. suf. -τος, -τον"
53,Ἄδμητος,"Ἄδμητος, -ου",N [A+V+Suf],‘Admetus’,,"Il. II, 713, 714; XXIII, 289, 391, 532","gen. m. sg., dat. sg.",,,s. ἄδμητος,,,,,,,,N,[A+V+Suf],,,,,
54,ἄδμητος,"ἄδμητος, –η, –ον",A (A+V+Suf),‘untamed’,"ἀ- privativum + verbal stemδμη- (δαμάω, δαμάζω, δάμνημι) ‘tame; conquer’ + adj. suf. –τος, -η, -ον","Il. X, 293; XXIII, 266, 655; Od. III, 383",acc. f. sg.,exocentric,determinative,ἀ- privativum is not a free word in Greek,epith. of cattle,,,,karmadhāraya,karmadhāraya,determinative,A,(A+V+Suf),ἀ- privativum,"verbal stemδμη- (δαμάω, δαμάζω, δάμνημι) ‘tame; conquer’ ",,,"adj. suf. –τος, -η, -ον"
55,ἀ(ε)θλοφόρος,"ἀ(ε)θλοφόρος, -ον",A [N+V+Suf],"‘bearing away the prize, victorious’","noun stem ἀεθλο- (ἄεθλον) ‘prize’ + verbal root φορ- (φέρω) + adj. suf. -ος, -ον","Il. IX, 124, 266; XI, 699; XXII, 22, 162","nom. m sg., nom. m. pl., acc. m. pl.",exocentric,subordinative (argument-V),,,,,,tatpuruṣa (V-governing),tatpuruṣa,subordinative,A,[N+V+Suf],,noun stem ἀεθλο- (ἄεθλον) ‘prize’ ,,verbal root φορ- (φέρω) ,"adj. suf. -ος, -ον"
56,ἀεικέλιος,"ἀεικέλιος, (-η,) -ον",A [A+V+Suf],"‘unseemly, shameful’","ἀ- privativum + verbal stem εικε- (ἔοικα) ‘to be like, look like, seem’ +adj. suf. –λιος, –λιον","Il. XIV, 84; Od. VI, 242; IX, 503; XIII, 402; XIV, 32; XVII, 357; XIX, 341; XX, 259; XXIV, 228","nom. m. sg., gen. m. sg., gen. f. sg., dat. f. (target gender) sg., acc. m. sg., acc. f. sg., acc. n. sg.",exocentric,determinative,"poet. form of ἀεικής,ές.ἀ- privativum is not a free word in Greek",,,,,karmadhāraya,karmadhāraya,determinative,A,[A+V+Suf],ἀ- privativum,"verbal stem εικε- (ἔοικα) ‘to be like, look like, seem’ ",,,"adj. suf. –λιος, –λιον"
57,ἀεικής,"ἀεικής, –ές",A [A+V+Suf],"‘unseemly, shameful’","ἀ- privativum + verbal rootεικ- (ἔοικα) ‘to be like, look like, seem’ +adj. suf. -ής, -ές","Il. I, 97, 341, 398, 456; II, 264; IX, 70, 495; XI, 142; XII, 435;XIV, 13; XV, 496; XXI, 20; XXII, 395; XXIII, 24; XXIV, 594, 733; Od. II, 250; III, 265; XI, 429; XIII, 437; XV, 236; XVI, 107, 199; XVII, 130, 131, 197, 216; XVIII, 108; XX, 317, 366, 394; XXII, 308, 317, 416, 432; XXIII, 222; XXIV, 184, 250","nom. m. sg., nom. n.sg., acc. m. sg., acc. f. (target gender) sg., acc. n. sg., dat. f. (target gender) pl., acc. n. pl.",exocentric,determinative,ἀ- privativum is not a free word in Greek,s.ἀεικέλιος,,,,karmadhāraya,karmadhāraya,determinative,A,[A+V+Suf],ἀ- privativum,"verbal rootεικ- (ἔοικα) ‘to be like, look like, seem’ ",,,"adj. suf. -ής, -ές"
58,ἀέκων,"ἀέκων, –ουσα, –ον",A [A+A],"‘involuntary, constrained’","ἀ- privativum +ἑκών, ἑκοῦσα, ἑκόν‘readily’","Il. I, 301, 327, 348, 430; X, 530; XI, 281, 519, 557, 716; XIII, 367; XIV, 105; XVI, 204, 369; XXI 59; XXII, 400; Od. I, 199, 403; II, 130; III, 484, 494; IX, 405; X, 266, 489; XX, 343","nom. m. sg., nom. f. sg., gen. m. sg., acc. m. sg., acc. f. sg., nom. m. du., nom. m. pl., acc. m. pl.",endocentric,determinative,accent shift in compounding.ἀ- privativum is not a free word in Greek,,,,(right-headed),karmadhāraya,karmadhāraya,determinative,A,[A+A],ἀ- privativum,,,,"ἑκών, ἑκοῦσα, ἑκόν‘readily’"
59,ἀελλόπος,"ἀελλόπος, –ποδος",A [N+N],"‘storm-footed, storm-swift‘","noun rootἄελλ- (ἄελλα, Ep. ἀέλλη) ‘stormy wind, whirlwind‘ + πο(ύ)ς,ποδός ‘foot’","Il. VIII, 409; XXIV, 77, 159",nom. f. (target gender) sg.,exocentric,attributive,there is -ο- as a linking element,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[N+N],,"noun rootἄελλ- (ἄελλα, Ep. ἀέλλη) ‘stormy wind, whirlwind‘ ",,,"πο(ύ)ς,ποδός ‘foot’"
60,ἀελπής,"ἀελπής, -ές",A [A+V+Suf],‘unhoped for’,"ἀ- privativum+ verbal root ἐλπ- (ἔλπομαι) ‘expect, imagine’ + adj. suf. -ής, -ές",,acc. f. (target gender) sg.,exocentric,determinative,,,,,,karmadhāraya,karmadhāraya,determinative,A,[A+V+Suf],ἀ- privativum,"verbal root ἐλπ- (ἔλπομαι) ‘expect, imagine’ ",,,"adj. suf. -ής, -ές"
61,ἀενάων,"ἀενάων, -ουσα, -ον",A [Adv+V+Suf],‘ever-flowing’,"ἀε(ν)- (=A) ‘always’ + verbal root να- (νάω) ‘flow’ + adj. suf. -ων, -ουσα, -ον","Od. XIII, 109",nom. n. pl.,exocentric,determinative,,,,,,karmadhāraya,karmadhāraya,determinative,A,[Adv+V+Suf],ἀε(ν)- (=A) ‘always’,verbal root να- (νάω) ‘flow’ ,,,"adj. suf. -ων, -ουσα, -ον"
62,ἀεργίη,"ἀεργίη, -ης",N [A+N+Suf],‘laziness’,ἀ- privativum + noun root εργ- (έργον) ‘work’ + noun suf. –ίη,"Od. XXIV, 251",gen. f. sg.,exocentric,attributive,ἀ- privativum is not a free word in Greek,,,,,bahuvrῑhi,bahuvrῑhi,attributive,N,[A+N+Suf],ἀ- privativum,noun root εργ- (έργον) ‘work’ ,,,noun suf. –ίη
63,ἀερσίπους,"ἀερσίπους, -ποδος",A [V+N],‘high-stepping’,"verb root ἀερσι- (ἀείρω) ‘lift’ + πούς, ποδός ‘foot’","Il. XXIII, 475",nom. f. (target gender) pl.,exocentric,subordinate (V-argument),linking element -σι-,,,,,tatpuruṣa (V-governing),tatpuruṣa,subordinate,A,[V+N],,verb root ἀερσι- (ἀείρω) ‘lift’ ,,,"πούς, ποδός ‘foot’"
64,ἀεσιφροσύνη,"ἀεσιφροσύνη, -ης","N deriv. fromἀεσίφρων, -ον",‘folly’,,"Od. XV, 470",dat. f. pl.,,,s.ἀεσίφρων,,,,,,,,N,deriv.,,,,,
65,ἀεσίφρων,"ἀεσίφρων, -ον",A [V+N+Suf],"‘damaged in mind, witless, silly’","verb stemἀεσι- (ἀάω) ‘to hurt, damage’ + noun root φρ- (φρήν) ‘heart, mind’ + adj. suf. -ων, -ον","Il. XXIII, 603; Od. XXI, 302","nom. m. sg., dat. m. sg.",exocentric,subordinative (V-complement),,,,,,tatpuruṣa (V-governing),tatpuruṣa,subordinative,A,[V+N+Suf],,"verb stemἀεσι- (ἀάω) ‘to hurt, damage’ ",,"noun root φρ- (φρήν) ‘heart, mind’ ","adj. suf. -ων, -ον"
66,ἀθάνατος,"ἀθάνατος, -ον, also -η, -ον",A [A+N+Suf],"‘undying, immortal’","ἀ- privativum + noun stemθάνατ- (θάνατος) ‘death’ + adj. suf. -ος, -ον","Il. I, 265, 398. 503, 520, 525, 530; II, 14, 31, 49, 68, 306, 447, 741, 814; III, 158, 298, 308; V, 130, 186, 342, 360, 380, 407, 442, 828, 882; VI, 108, 128, 140, 259; VII, 32, 102, 130, 447; VIII, 456, 539; IX, 110, 459; X, 404, 441, 463; XI, 2, 60; XII, 9, 242, 323; XIII, 8, 19, 525, 818; XIV, 177, 199, 434; XV, 50, 73, 85, 96, 107, 122, 144; XVI, 154, 449, 704; XVII, 78, 444, 476; XVIII, 86, 116, 186, 366, 370, 420; XIX, 2, 22; XX, 64, 123, 235, 292, 314, 334, 347, 367; XXI, 2, 267, 298, 380, 500, 513;XXII, 366; XXIII, 207, 277, 546, 788; XXIV, 32, 61, 91, 107, 114, 135, 426, 464, 693; Od. I, 31, 67, 79, 201, 420; II, 432; III, 2, 47, 242, 246, 333, 346, 468; V, 2, 73, 80, 136, 209, 213, 218, 357, 447; VI, 203, 309; VII, 5, 94, 199, 209, 257; VIII, 14, 174, 225, 343, 348, 352; IX, 107; X, 2, 75; XI, 133, 250, 313, 602; XII, 117, 118, 302,344,370,376,385; XIII, 112, 128; XIV, 53, 119, 178, 421; XV, 35, 173, 251, 414; XVI, 187, 265; XVII, 149, 601; XVIII, 112, 176, 252; XIX, 125, 593; XXI, 14, 37, 365; XXIII, 280, 336; XXIV, 47, 55, 64, 198, 371, 444, 447","nom. m. sg., nom. f. sg., nom. f. (target gender) sg., nom. n. sg., gen. m. sg., acc. m.sg., acc. f. sg., nom. m. du., nom. m. pl., gen. m. pl., dat. m. pl., dat. f. pl., acc. m. pl.",exocentric,attributive,ἀ- privativum is not a free word in Greek,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[A+N+Suf],ἀ- privativum,noun stemθάνατ- (θάνατος) ‘death’ ,,,"adj. suf. -ος, -ον"
67,ἄθαπτος,"ἄθαπτος, -ον",A [A+V+Suf],‘unburied’,"ἀ- privativum+ verbal root θαπ- (&lt;*θαφ-, θάπτω) ‘bury’ + adj. suf. -τος, -τον","Il. XXII, 386; Od. XI, 54, 72","nom. m. sg., acc. m. sg., acc. n. sg.",exocentric,determinative,ἀ- privativum is not a free word in Greek,,,,,karmadhāraya,karmadhāraya,determinative,A,[A+V+Suf],ἀ- privativum,"verbal root θαπ- (&lt;*θαφ-, θάπτω) ‘bury’ ",,,"adj. suf. -τος, -τον"
68,ἀθεμίστιος,"ἀθεμίστιος, -ον",A [A+N+Suf],"‘lawless, godless’","ἀ- privativum + noun stemθεμιστ- (θέμις, θεμιστος) ‘hat which is laid downorestablished’ + adj. suf.-ιος, -ιον","Od IX, 189, 428; XVIII, 141; XX, 287","nom. m. sg., acc. n. pl.",exocentric,attributive,ἀ- privativum is not a free word in Greek,s. also ἀθέμιστος,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[A+N+Suf],ἀ- privativum,"noun stemθεμιστ- (θέμις, θεμιστος) ‘hat which is laid downorestablished’ ",,,"adj. suf.-ιος, -ιον"
69,ἀθέμιστος,"ἀθέμιστος, –ον",A [A+N+Suf],‘unlawful’,"ἀ- privativum + noun stemθεμιστ- (θέμις, θεμιστος) ‘hat which is laid down or established’ + adj. suf. -ος, -ον","Il. IX, 63; Od. IX, 106; XVII, 363","nom. m. sg., nom. m. pl., gen. m. pl.",exocentric,attributive,ἀ- privativum is not a free word in Greek,s. also ἀθεμίστιος,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[A+N+Suf],ἀ- privativum,"noun stemθεμιστ- (θέμις, θεμιστος) ‘hat which is laid down or established’ ",,,"adj. suf. -ος, -ον"
70,ἀθέσφατος,"ἀθέσφατος, -ον",A [A+A],"‘beyond even a god’s power to express, unutterable’","ἀ- privativum+ θέσφατος, -ον","Il. III, 4; X, 6; Od. VII, 273; XI, 61, 373; XIII, 244; XV, 392; XX, 211","nom. m. sg., nom. f. (target gender) sg., acc. m. sg., acc. f. (target gender) sg., nom. f. (target gender) pl.",endocentric,determinative,ἀ- privativum is not a free word in Greek,,,,(right-headed),karmadhāraya,karmadhāraya,determinative,A,[A+A],ἀ- privativum,,,,"θέσφατος, -ον"
71,ἀθηρηλοιγός,"ἀθηρηλοιγός, -ου",N [N+N],"‘consumer of chaff, winnowing-fan’","ἀθήρ, έρος ‘awn’ +η +λοιγός, -ου ‘ruin, havoc’","Od. XI, 128; XXIII, 275",acc. m. sg.,endocentric,subordinate (argument-N),prob. linking element -η-,,,,(right-headed),tatpuruṣa (N-governing),tatpuruṣa,subordinate,N,[N+N],"ἀθήρ, έρος ‘awn’",,η,,"λοιγός, -ου ‘ruin, havoc’"
72,ἀθρόος,"ἀθρόος, -A, -ον",A [A+V+Suf],"‘in crowds, heaps, or masses, crowded together’","ἀ- copulativum + verbal root *dher- (ἀθρέω) ‘gaze at’ or verbal/noun root θρε-(θρέομαι, θρόος) ‘cry aloud;noise as of many voices’ + adj. suf. -ος, -ον","Il. II, 439; XIV, 38; XV, 657; XXII, 271; XXIII, 200; Od. I, 27, 43; II, 356, 392; III, 34; XIII, 122; XXII, 76; XXIV, 420, 464, 468","nom. m. pl., acc. n. pl.",exocentric,determinative,uncertain etymology,ἀ- copulativum is not a free word in Greek,,,,karmadhāraya,karmadhāraya,determinative,A,[A+V+Suf],ἀ- copulativum,"verbal root *dher- (ἀθρέω) ‘gaze at’ or verbal/noun root θρε-(θρέομαι, θρόος) ‘cry aloud;noise as of many voices’ ",,,"adj. suf. -ος, -ον"
73,ἄθυμος,"ἄθυμος, -ον",A [A+N+Suf],"‘fainthearted, spiritless’","ἀ- privativum + noun rootθυμ-(θυμός)‘soul, spirit’ +adj. suf. -ος, -ον","Od. X, 463",nom. m. pl.,exocentric,attributive,ἀ- privativum is not a free word in Greek,,,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[A+N+Suf],ἀ- privativum,"noun rootθυμ-(θυμός)‘soul, spirit’ ",,,"adj. suf. -ος, -ον"
74,Αἰγιάλεια,"A, -A",N [N+N+Suf],‘Aigialeia’,,,nom. f. sg.,exocentric,determinative,s.A,,,,,karmadhāraya,karmadhāraya,determinative,N,[N+N+Suf],,,,,
75,αἰγιαλός,"A, -οῦ",N [N+N+Suf],"‘sea-shore, beach’",,"Il. II, 210; XIV, 34; Od. XXII, 385","nom. m. sg., dat. sg., acc. sg.",exocentric,subordinate (N-complement),classification uncertain etymology and classification,,,,,tatpuruṣa (N-governing) ?,tatpuruṣa,subordinate,N,[N+N+Suf],,,,,
76,αἰγίβοτος,"A, ον",A [N+V+Suf],‘grazed by goats’,,"Od. IV, 606; XIII, 246",nom. f. (target gender) sg.,endocentric,subordinate (complement-V) tatpuruṣa (V-governing),linking element -ι-,,,,(right-headed),,,subordinate,A,[N+V+Suf],,,,,
77,αἰγίλιψ,"A, -ιπος",A [N+V+Suf],"‘steep, sheer’",,"Il. IX, 15; XIII, 63; XVI 4",gen. f. (target gender) sg.,exocentric,subordinate (complement-V),uncertain etymology. Linking element -ι-,,,,,tatpuruṣa (V-governing),tatpuruṣa,subordinate,A,[N+V+Suf],,,,,
78,αἰγίοχος,"A, -ον",A [N+V+Suf],‘aegis-bearing’,"noun rootαἰγι-(A,ίδος)‘goatskin;aegis’ + verbal rootοχ- (ἔχω) ‘have’ + adj. suf.-ος, -ον","Il. I, 202, 222; II, 157, 348, 375, 491, 598, 787; III, 426; V, 115, 396, 635, 693, 714, 733, 742, 815; VI, 420; VII, 60; VIII, 287, 352, 375, 384, 427; X, 278, 553; XI, 66; ΧΙΙ, 209; XIII, 825; XIV, 160, 252; XV, 175, 242, 379; XVII, 176; XXI, 420; XXII, 221; Od. III, 42, 394; IV, 752; V, 103, 137; VI, 105, 324; IX, 154, 275; XIII, 252, 371; XV, 245; XXIV, 164, 529, 547.","nom. m. sg., gen. m. sg.",exocentric,subordinate (argument-V),epith. of Zeus,,,,,tatpuruṣa (V-governing),tatpuruṣa,subordinate,A,[N+V+Suf],,"noun rootαἰγι-(A,ίδος)‘goatskin;aegis’ ",,verbal rootοχ- (ἔχω) ‘have’ ,"adj. suf.-ος, -ον"
79,ἀΐδηλος,"ἀΐδηλος,-ον",A [A+V+Suf],"‘making unseen, annihilating, destructive; unseen , unknown, obscure’","ἀ- privativum + verbal root ἰδ- (aor. εἶδον) ‘see, perceive, behold’ + adj. suf. –ηλος,-ον","Il. II, 455; V, 880, 897; IX, 436; XI, 155; Od. XXII, 165; XXIII, 303.","nom. m. sg., nom. n. sg., acc. m. sg., acc. f. (target gender) sg., acc. n. sg.",exocentric,determinative,ἀ- privativum is not a free word in Greek,,,,,karmadhāraya,karmadhāraya,determinative,A,[A+V+Suf],ἀ- privativum,"verbal root ἰδ- (aor. εἶδον) ‘see, perceive, behold’ ",,,"adj. suf. –ηλος,-ον"
80,Ἀΐδης,"Ἀΐδης, -A/-εω/-ος",N [A+V+Suf],‘Hades’,"ἀ- privativum + verbal root ἰδ- (aor. ἔιδον) ‘see,perceive, behold’ + nounsuf. –ης","Il. III, 322, XI, 55, 263, 445; XX, 294, 336; XXIII, 71, 74, 76, 103, 137, 179; XXIV, 246, 593; Od. III, 410, X, 175, 491, 512, 534, 560, 564; XI, 47, 65, 69, 150, 164, 211, 277, 425, 475","gen. m. sg., dat. sg.",exocentric,determinative,uncertain etymology,ἀ- privativum is not a free word in Greek,,,,karmadhāraya,karmadhāraya,determinative,N,[A+V+Suf],ἀ- privativum,"verbal root ἰδ- (aor. ἔιδον) ‘see,perceive, behold’ ",,,nounsuf. –ης
81,ἀϊδρείη,"ἀϊδρείη, -ης",N [A+N],"‘want of knowledge, ignorance’",,"Od. X, 231, 257;XI, 272; XII, 41","dat. f. sg., dat. pl.",exocentric,attributive,ἀ- privativum is not a free word in Greek,,,,,bahuvrῑhi,bahuvrῑhi,attributive,N,[A+N],,,,,
82,ἄϊδρις,"ἄϊδρις, –ι",A [A+A],"‘unknowing, ignorant’","ἀ- privativum +ἴδρις‘experienced, knowing, skilful’","Il. III, 219; Od. X, 282","nom. m. sg., dat. m. sg.",endocentric,determinative,ἀ- privativum is not a free word in Greek,,,,(right-headed),karmadhāraya,karmadhāraya,determinative,A,[A+A],ἀ- privativum,,,,"ἴδρις‘experienced, knowing, skilful’"
83,αἰειγενέτης,"A, -ου",N[Adv+V+Suf],‘everlasting’,"A ‘ever’ + verbal stemγενε- (γενέσθαι, γίγνομαι) ‘come into being’ + noun suf. -της, -του","Il. II, 400; VII, 53; XIV, 244, 333; XVI, 93; Od. II, 432; XIV, 446; XXIV, 373.","gen. m. pl., dat. pl.",exocentric,determinative,epith. of the gods,,,,,karmadhāraya,karmadhāraya,determinative,N[Adv+V+Suf],,A ‘ever’,"verbal stemγενε- (γενέσθαι, γίγνομαι) ‘come into being’ ",,,"noun suf. -της, -του"
84,αἰζηός,"A, -όν, lengthd. A",A [Adv+V+Suf],"‘in full bodily strength, vigorous‘",A– (,"Il. II, 660; III, 26; IV, 280; V, 92; VIII, 298, X, 259; XI, 414; XIV, 4; XV, 66, 315; XVI, 716; XVII, 282, 520; XX, 167; Od. XII, 83,440","nom. m. sg., dat. m. sg., nom. m. pl., gen. m. pl., acc. m. pl.",exocentric,determinative,uncertain etymology,,,,,karmadhāraya,karmadhāraya,determinative,A,[Adv+V+Suf],A– (,,,,
85,Αἰθίοψ,"A, –οπος",N [V+VN+Suf],‘Ethiopian’,,"Il. I, 423; XXIII, 206; Od. I, 22; V, 282, 287","gen. m. pl., dat. pl., acc. pl.,",exocentric,attributive,unclair-ι- aslinking element,s.,,,,bahuvrῑhi,bahuvrῑhi,attributive,N,[V+VN+Suf],,,,,
86,αἶθοψ,"A, –οπος",A [A+N],"‘fiery-looking,flashing,sparkling’","adj. root A- (A, –ή, –όν) ‘shining’ +ὄψ,ὀπός(ὄψομαι) =ὄψις‘the eye, face’","Il. I, 462; V, 341, 562, 681; XI, 775; XIII, 305; XIV, 5; XVI, 226, 230; XVII, 3, 87, 592; XX, 111, 117; XXIII, 237, 250; XXIV, 641, 791; Od. II, 57; III, 459; VII, 295; IX, 360; XII, 19; XIII, 8; XIV, 447; XV, 500; XVII, 536; XIX, 197; XXIV, 364","dat. m. sg., acc. m. sg.",exocentric,attributive,accent shift in compounding,epith. of wine and copper,s. A,,,bahuvrῑhi,bahuvrῑhi,attributive,A,[A+N],,"adj. root A- (A, –ή, –όν) ‘shining’ ",,,"ὄψ,ὀπός(ὄψομαι) =ὄψις‘the eye, face’"
